year,cbsa,cbsatitle,category,indicator,value
2001,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Aggregate Wages, indexed to 2000",0.023857422
2002,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Aggregate Wages, indexed to 2000",0.041726228
2003,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Aggregate Wages, indexed to 2000",0.082691044
2004,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Aggregate Wages, indexed to 2000",0.157346651
2005,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Aggregate Wages, indexed to 2000",0.24277024
2006,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Aggregate Wages, indexed to 2000",0.306320488
2007,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Aggregate Wages, indexed to 2000",0.327872157
2008,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Aggregate Wages, indexed to 2000",0.288628399
2009,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Aggregate Wages, indexed to 2000",0.201356053
2010,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Aggregate Wages, indexed to 2000",0.191307217
2011,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Aggregate Wages, indexed to 2000",0.201361313
2012,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Aggregate Wages, indexed to 2000",0.243584067
2013,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Aggregate Wages, indexed to 2000",0.278173447
2014,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Aggregate Wages, indexed to 2000",0.344393313
2000,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Employment, indexed to 2000",0
2001,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Employment, indexed to 2000",-0.001832886
2002,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Employment, indexed to 2000",-0.008997803
2003,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Employment, indexed to 2000",0.010913467
2004,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Employment, indexed to 2000",0.055691909
2005,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Employment, indexed to 2000",0.114649735
2006,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Employment, indexed to 2000",0.162346348
2007,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Employment, indexed to 2000",0.191318661
2008,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Employment, indexed to 2000",0.170520633
2009,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Employment, indexed to 2000",0.096281894
2010,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Employment, indexed to 2000",0.091222838
2011,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Employment, indexed to 2000",0.105368041
2012,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Employment, indexed to 2000",0.134281158
2013,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Employment, indexed to 2000",0.170739591
2014,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Employment, indexed to 2000",0.219206244
2000,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Output, indexed to 2000",0
2001,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Output, indexed to 2000",0.005090943
2002,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Output, indexed to 2000",0.041247178
2003,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Output, indexed to 2000",0.102992781
2004,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Output, indexed to 2000",0.175299525
2005,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Output, indexed to 2000",0.274513692
2006,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Output, indexed to 2000",0.335738361
2007,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Output, indexed to 2000",0.373839557
2008,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Output, indexed to 2000",0.345991045
2009,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Output, indexed to 2000",0.258418053
2010,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Output, indexed to 2000",0.263614118
2011,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Output, indexed to 2000",0.263780296
2012,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Output, indexed to 2000",0.284160167
2013,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Output, indexed to 2000",0.322373033
2014,36740,"Orlando-Kissimmee-Sanford, FL",Growth,"Output, indexed to 2000",0.374557644
2000,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Aggregate Wages, indexed to 2000",0
2001,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Aggregate Wages, indexed to 2000",0.024553604
2002,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Aggregate Wages, indexed to 2000",0.036862258
2003,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Aggregate Wages, indexed to 2000",0.094811022
2004,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Aggregate Wages, indexed to 2000",0.153361514
2005,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Aggregate Wages, indexed to 2000",0.19418633
2006,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Aggregate Wages, indexed to 2000",0.208004758
2007,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Aggregate Wages, indexed to 2000",0.23527886
2008,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Aggregate Wages, indexed to 2000",0.159571156
2009,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Aggregate Wages, indexed to 2000",0.123068005
2010,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Aggregate Wages, indexed to 2000",0.120728835
2011,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Aggregate Wages, indexed to 2000",0.12636131
2012,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Aggregate Wages, indexed to 2000",0.153750986
2013,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Aggregate Wages, indexed to 2000",0.158030853
2014,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Aggregate Wages, indexed to 2000",0.203923792
2000,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Employment, indexed to 2000",0
2001,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Employment, indexed to 2000",0.009131775
2002,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Employment, indexed to 2000",0.022077331
2003,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Employment, indexed to 2000",0.034324571
2004,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Employment, indexed to 2000",0.038116913
2005,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Employment, indexed to 2000",0.051909484
2006,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Employment, indexed to 2000",0.072126925
2007,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Employment, indexed to 2000",0.073579252
2008,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Employment, indexed to 2000",0.055041961
2009,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Employment, indexed to 2000",0.003366394
2010,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Employment, indexed to 2000",-0.000306549
2011,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Employment, indexed to 2000",0.006856308
2012,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Employment, indexed to 2000",0.026693268
2013,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Employment, indexed to 2000",0.050322954
2014,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Employment, indexed to 2000",0.071131438
2000,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Output, indexed to 2000",0
2001,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Output, indexed to 2000",0.01216568
2002,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Output, indexed to 2000",0.046675187
2003,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Output, indexed to 2000",0.117181852
2004,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Output, indexed to 2000",0.178916544
2005,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Output, indexed to 2000",0.215855792
2006,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Output, indexed to 2000",0.273943931
2007,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Output, indexed to 2000",0.315659165
2008,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Output, indexed to 2000",0.275035858
2009,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Output, indexed to 2000",0.269139022
2010,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Output, indexed to 2000",0.288727105
2011,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Output, indexed to 2000",0.288435966
2012,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Output, indexed to 2000",0.309184581
2013,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Output, indexed to 2000",0.33203125
2014,37100,"Oxnard-Thousand Oaks-Ventura, CA",Growth,"Output, indexed to 2000",0.337307125
2000,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Aggregate Wages, indexed to 2000",0
2001,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Aggregate Wages, indexed to 2000",0.04364296
2002,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Aggregate Wages, indexed to 2000",0.057567522
2003,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Aggregate Wages, indexed to 2000",0.108907163
2004,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Aggregate Wages, indexed to 2000",0.18189171
2005,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Aggregate Wages, indexed to 2000",0.240602419
2006,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Aggregate Wages, indexed to 2000",0.273370206
2007,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Aggregate Wages, indexed to 2000",0.25417313
2008,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Aggregate Wages, indexed to 2000",0.216440052
2009,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Aggregate Wages, indexed to 2000",0.180484474
2010,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Aggregate Wages, indexed to 2000",0.172375873
2011,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Aggregate Wages, indexed to 2000",0.153355792
2012,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Aggregate Wages, indexed to 2000",0.13157852
2013,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Aggregate Wages, indexed to 2000",0.124559782
2014,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Aggregate Wages, indexed to 2000",0.128282696
2000,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Employment, indexed to 2000",0
2001,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Employment, indexed to 2000",0.003784103
2002,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Employment, indexed to 2000",0.003391342
2003,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Employment, indexed to 2000",0.022380829
2004,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Employment, indexed to 2000",0.058850709
2005,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Employment, indexed to 2000",0.094655149
2006,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Employment, indexed to 2000",0.122623675
2007,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Employment, indexed to 2000",0.109185107
2008,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Employment, indexed to 2000",0.075868987
2009,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Employment, indexed to 2000",0.020734558
2010,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Employment, indexed to 2000",0.010900116
2011,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Employment, indexed to 2000",0.009322662
2012,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Employment, indexed to 2000",0.008986817
2013,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Employment, indexed to 2000",0.005445404
2014,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Employment, indexed to 2000",0.025079193
2000,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Output, indexed to 2000",0
2001,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Output, indexed to 2000",0.023921356
2002,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Output, indexed to 2000",0.066712797
2003,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Output, indexed to 2000",0.124961011
2004,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Output, indexed to 2000",0.195323557
2005,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Output, indexed to 2000",0.253541023
2006,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Output, indexed to 2000",0.288724661
2007,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Output, indexed to 2000",0.319618374
2008,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Output, indexed to 2000",0.289165348
2009,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Output, indexed to 2000",0.216112062
2010,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Output, indexed to 2000",0.218115389
2011,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Output, indexed to 2000",0.178447261
2012,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Output, indexed to 2000",0.174649969
2013,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Output, indexed to 2000",0.186708301
2014,37340,"Palm Bay-Melbourne-Titusville, FL",Growth,"Output, indexed to 2000",0.207011953
2000,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Aggregate Wages, indexed to 2000",0
2001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Aggregate Wages, indexed to 2000",0.011484375
2002,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Aggregate Wages, indexed to 2000",0.017852172
2003,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Aggregate Wages, indexed to 2000",0.035758745
2004,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Aggregate Wages, indexed to 2000",0.062332001
2005,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Aggregate Wages, indexed to 2000",0.078367382
2006,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Aggregate Wages, indexed to 2000",0.109543838
2007,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Aggregate Wages, indexed to 2000",0.133078843
2008,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Aggregate Wages, indexed to 2000",0.124418639
2009,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Aggregate Wages, indexed to 2000",0.095365755
2010,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Aggregate Wages, indexed to 2000",0.090649262
2011,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Aggregate Wages, indexed to 2000",0.096467972
2012,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Aggregate Wages, indexed to 2000",0.11576286
2013,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Aggregate Wages, indexed to 2000",0.122050703
2014,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Aggregate Wages, indexed to 2000",0.147625968
2000,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Employment, indexed to 2000",0
2001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Employment, indexed to 2000",0.002210388
2002,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Employment, indexed to 2000",-0.002072067
2003,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Employment, indexed to 2000",-0.00640831
2004,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Employment, indexed to 2000",-0.000372086
2005,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Employment, indexed to 2000",0.009666977
2006,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Employment, indexed to 2000",0.01794548
2007,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Employment, indexed to 2000",0.022450637
2008,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Employment, indexed to 2000",0.020853501
2009,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Employment, indexed to 2000",-0.014047164
2010,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Employment, indexed to 2000",-0.018908234
2011,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Employment, indexed to 2000",-0.015016098
2012,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Employment, indexed to 2000",-0.007928086
2013,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Employment, indexed to 2000",0.001441116
2014,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Employment, indexed to 2000",0.012328949
2000,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Output, indexed to 2000",0
2001,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Output, indexed to 2000",0.023667526
2002,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Output, indexed to 2000",0.033265915
2003,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Output, indexed to 2000",0.054008409
2004,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Output, indexed to 2000",0.071310803
2005,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Output, indexed to 2000",0.083677441
2006,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Output, indexed to 2000",0.097776718
2007,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Output, indexed to 2000",0.112250671
2008,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Output, indexed to 2000",0.107049793
2009,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Output, indexed to 2000",0.089163132
2010,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Output, indexed to 2000",0.100564882
2011,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Output, indexed to 2000",0.103393249
2012,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Output, indexed to 2000",0.108483583
2013,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Output, indexed to 2000",0.124437183
2014,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Growth,"Output, indexed to 2000",0.13847366
2000,38060,"Phoenix-Mesa-Scottsdale, AZ",Growth,"Aggregate Wages, indexed to 2000",0
2001,38060,"Phoenix-Mesa-Scottsdale, AZ",Growth,"Aggregate Wages, indexed to 2000",0.011794586
2002,38060,"Phoenix-Mesa-Scottsdale, AZ",Growth,"Aggregate Wages, indexed to 2000",0.012746658
2003,38060,"Phoenix-Mesa-Scottsdale, AZ",Growth,"Aggregate Wages, indexed to 2000",0.038144533
2004,38060,"Phoenix-Mesa-Scottsdale, AZ",Growth,"Aggregate Wages, indexed to 2000",0.10168121
2005,38060,"Phoenix-Mesa-Scottsdale, AZ",Growth,"Aggregate Wages, indexed to 2000",0.180302426
2006,38060,"Phoenix-Mesa-Scottsdale, AZ",Growth,"Aggregate Wages, indexed to 2000",0.273448944
2007,38060,"Phoenix-Mesa-Scottsdale, AZ",Growth,"Aggregate Wages, indexed to 2000",0.303784341
2008,38060,"Phoenix-Mesa-Scottsdale, AZ",Growth,"Aggregate Wages, indexed to 2000",0.254016966
2009,38060,"Phoenix-Mesa-Scottsdale, AZ",Growth,"Aggregate Wages, indexed to 2000",0.166952744
2010,38060,"Phoenix-Mesa-Scottsdale, AZ",Growth,"Aggregate Wages, indexed to 2000",0.142771915
2011,38060,"Phoenix-Mesa-Scottsdale, AZ",Growth,"Aggregate Wages, indexed to 2000",0.167616352
2012,38060,"Phoenix-Mesa-Scottsdale, AZ",Growth,"Aggregate Wages, indexed to 2000",0.206547618
