Year,CBSA,CBSA_Name,Race,Indicator,Value,SE,Sig
2013-2014,16700,"Charleston-North Charleston, SC",Black,Percentage Point Change in Employment-to-Population Ratio,0.038826406,0.0297433492,
2013-2014,16700,"Charleston-North Charleston, SC",Hispanic,Percentage Point Change in Employment-to-Population Ratio,-0.075494647,0.0475710258,
2013-2014,16700,"Charleston-North Charleston, SC",Other,Percentage Point Change in Employment-to-Population Ratio,0.0952281356,0.0822265223,
2013-2014,16700,"Charleston-North Charleston, SC",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.027964294,0.0247082021,
2013-2014,16700,"Charleston-North Charleston, SC",Total,Percentage Point Change in Employment-to-Population Ratio,0.019302249,0.0131689422,
2013-2014,16700,"Charleston-North Charleston, SC",White,Percentage Point Change in Employment-to-Population Ratio,0.0142307878,0.0150183598,
2013-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Asian,Percentage Point Change in Employment-to-Population Ratio,0.0623774529,0.0310122948,*
2013-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Black,Percentage Point Change in Employment-to-Population Ratio,0.0323634744,0.0152367242,*
2013-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Hispanic,Percentage Point Change in Employment-to-Population Ratio,-0.0111122131,0.0247826725,
2013-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Other,Percentage Point Change in Employment-to-Population Ratio,0.0015389919,0.0544251874,
2013-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0227549672,0.0117471386,*
2013-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",Total,Percentage Point Change in Employment-to-Population Ratio,0.0101560354,0.0069714971,
2013-2014,16740,"Charlotte-Concord-Gastonia, NC-SC",White,Percentage Point Change in Employment-to-Population Ratio,0.0028927922,0.0084162168,
2013-2014,16860,"Chattanooga, TN-GA",Asian,Percentage Point Change in Employment-to-Population Ratio,-0.0480058789,0.0875040367,
2013-2014,16860,"Chattanooga, TN-GA",Black,Percentage Point Change in Employment-to-Population Ratio,-0.0140253305,0.039575547,
2013-2014,16860,"Chattanooga, TN-GA",Hispanic,Percentage Point Change in Employment-to-Population Ratio,-0.0103432536,0.0600346699,
2013-2014,16860,"Chattanooga, TN-GA",Other,Percentage Point Change in Employment-to-Population Ratio,-0.1350540519,0.1350056231,
2013-2014,16860,"Chattanooga, TN-GA",People of Color,Percentage Point Change in Employment-to-Population Ratio,-0.0245479345,0.03230156,
2013-2014,16860,"Chattanooga, TN-GA",Total,Percentage Point Change in Employment-to-Population Ratio,-0.0164595246,0.0141762886,
2013-2014,16860,"Chattanooga, TN-GA",White,Percentage Point Change in Employment-to-Population Ratio,-0.0138182044,0.0165202245,
2013-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Asian,Percentage Point Change in Employment-to-Population Ratio,0.0075626969,0.0119899884,
2013-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Black,Percentage Point Change in Employment-to-Population Ratio,0.0075646639,0.0112053985,
2013-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Hispanic,Percentage Point Change in Employment-to-Population Ratio,0.014287591,0.0081090657,*
2013-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Other,Percentage Point Change in Employment-to-Population Ratio,-0.0081074834,0.031665843,
2013-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0106928945,0.0060471962,*
2013-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Total,Percentage Point Change in Employment-to-Population Ratio,0.0053056479,0.0033816721,
2013-2014,16980,"Chicago-Naperville-Elgin, IL-IN-WI",White,Percentage Point Change in Employment-to-Population Ratio,0.0022668242,0.0040839058,
2013-2014,17140,"Cincinnati, OH-KY-IN",Asian,Percentage Point Change in Employment-to-Population Ratio,-0.0220116973,0.0460765585,
2013-2014,17140,"Cincinnati, OH-KY-IN",Black,Percentage Point Change in Employment-to-Population Ratio,0.0236440897,0.0221886262,
2013-2014,17140,"Cincinnati, OH-KY-IN",Hispanic,Percentage Point Change in Employment-to-Population Ratio,0.0548254848,0.0503517427,
2013-2014,17140,"Cincinnati, OH-KY-IN",Other,Percentage Point Change in Employment-to-Population Ratio,-0.03532511,0.0620102324,
2013-2014,17140,"Cincinnati, OH-KY-IN",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0164259672,0.0175668094,
2013-2014,17140,"Cincinnati, OH-KY-IN",Total,Percentage Point Change in Employment-to-Population Ratio,0.0065312982,0.0063366378,
2013-2014,17140,"Cincinnati, OH-KY-IN",White,Percentage Point Change in Employment-to-Population Ratio,0.0044277906,0.006840752,
2013-2014,17460,"Cleveland-Elyria, OH",Asian,Percentage Point Change in Employment-to-Population Ratio,-0.0279175043,0.0396837182,
2013-2014,17460,"Cleveland-Elyria, OH",Black,Percentage Point Change in Employment-to-Population Ratio,-0.0062596202,0.018851053,
2013-2014,17460,"Cleveland-Elyria, OH",Hispanic,Percentage Point Change in Employment-to-Population Ratio,0.0330181122,0.0334047116,
2013-2014,17460,"Cleveland-Elyria, OH",Other,Percentage Point Change in Employment-to-Population Ratio,-0.0710288286,0.0589000806,
2013-2014,17460,"Cleveland-Elyria, OH",People of Color,Percentage Point Change in Employment-to-Population Ratio,-0.0051646829,0.0150065245,
2013-2014,17460,"Cleveland-Elyria, OH",Total,Percentage Point Change in Employment-to-Population Ratio,0.009470284,0.0060886545,
2013-2014,17460,"Cleveland-Elyria, OH",White,Percentage Point Change in Employment-to-Population Ratio,0.015573442,0.0062596421,*
2013-2014,17820,"Colorado Springs, CO",Asian,Percentage Point Change in Employment-to-Population Ratio,-0.0207502842,0.0828303918,
2013-2014,17820,"Colorado Springs, CO",Black,Percentage Point Change in Employment-to-Population Ratio,0.1013234854,0.057836324,*
2013-2014,17820,"Colorado Springs, CO",Hispanic,Percentage Point Change in Employment-to-Population Ratio,-0.0352988839,0.0347374603,
2013-2014,17820,"Colorado Springs, CO",Other,Percentage Point Change in Employment-to-Population Ratio,-0.0630950332,0.0685212389,
2013-2014,17820,"Colorado Springs, CO",People of Color,Percentage Point Change in Employment-to-Population Ratio,-0.0095617771,0.0240813904,
2013-2014,17820,"Colorado Springs, CO",Total,Percentage Point Change in Employment-to-Population Ratio,0.0033611655,0.0125209335,
2013-2014,17820,"Colorado Springs, CO",White,Percentage Point Change in Employment-to-Population Ratio,0.0085622668,0.0143183237,
2013-2014,17900,"Columbia, SC",Asian,Percentage Point Change in Employment-to-Population Ratio,0.0234219432,0.093835637,
2013-2014,17900,"Columbia, SC",Black,Percentage Point Change in Employment-to-Population Ratio,0.034840405,0.0233742483,
2013-2014,17900,"Columbia, SC",Hispanic,Percentage Point Change in Employment-to-Population Ratio,-0.065933466,0.0475614183,
2013-2014,17900,"Columbia, SC",Other,Percentage Point Change in Employment-to-Population Ratio,-0.0755804777,0.0895459577,
2013-2014,17900,"Columbia, SC",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0177315474,0.0199778359,
2013-2014,17900,"Columbia, SC",Total,Percentage Point Change in Employment-to-Population Ratio,0.0165522695,0.0114848437,
2013-2014,17900,"Columbia, SC",White,Percentage Point Change in Employment-to-Population Ratio,0.0159962177,0.0137471855,
2013-2014,18140,"Columbus, OH",Asian,Percentage Point Change in Employment-to-Population Ratio,-0.035436511,0.0322754495,
2013-2014,18140,"Columbus, OH",Black,Percentage Point Change in Employment-to-Population Ratio,0.0098295212,0.0264824927,
2013-2014,18140,"Columbus, OH",Hispanic,Percentage Point Change in Employment-to-Population Ratio,0.0091611147,0.0378351398,
2013-2014,18140,"Columbus, OH",Other,Percentage Point Change in Employment-to-Population Ratio,0.1116960049,0.0448747464,*
2013-2014,18140,"Columbus, OH",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.012375176,0.0174223743,
2013-2014,18140,"Columbus, OH",Total,Percentage Point Change in Employment-to-Population Ratio,0.0072101355,0.0070045451,
2013-2014,18140,"Columbus, OH",White,Percentage Point Change in Employment-to-Population Ratio,0.0060792565,0.0080300001,
2013-2014,19100,"Dallas-Fort Worth-Arlington, TX",Asian,Percentage Point Change in Employment-to-Population Ratio,0.0083864927,0.0146312956,
2013-2014,19100,"Dallas-Fort Worth-Arlington, TX",Black,Percentage Point Change in Employment-to-Population Ratio,0.0265712738,0.0100938138,*
2013-2014,19100,"Dallas-Fort Worth-Arlington, TX",Hispanic,Percentage Point Change in Employment-to-Population Ratio,-0.0030128956,0.0074536493,
2013-2014,19100,"Dallas-Fort Worth-Arlington, TX",Other,Percentage Point Change in Employment-to-Population Ratio,0.0107089281,0.0313317776,
2013-2014,19100,"Dallas-Fort Worth-Arlington, TX",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0081238151,0.0059694615,
2013-2014,19100,"Dallas-Fort Worth-Arlington, TX",Total,Percentage Point Change in Employment-to-Population Ratio,0.0030362606,0.0041553495,
2013-2014,19100,"Dallas-Fort Worth-Arlington, TX",White,Percentage Point Change in Employment-to-Population Ratio,-0.0014305115,0.0048450851,
2013-2014,19380,"Dayton, OH",Asian,Percentage Point Change in Employment-to-Population Ratio,0.0772228837,0.0798719153,
2013-2014,19380,"Dayton, OH",Black,Percentage Point Change in Employment-to-Population Ratio,0.023360014,0.035721533,
2013-2014,19380,"Dayton, OH",Hispanic,Percentage Point Change in Employment-to-Population Ratio,0.0705379844,0.0924868733,
2013-2014,19380,"Dayton, OH",Other,Percentage Point Change in Employment-to-Population Ratio,-0.0353139639,0.0993014649,
2013-2014,19380,"Dayton, OH",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.029104948,0.0316070095,
2013-2014,19380,"Dayton, OH",Total,Percentage Point Change in Employment-to-Population Ratio,0.0095894933,0.0128563438,
2013-2014,19380,"Dayton, OH",White,Percentage Point Change in Employment-to-Population Ratio,0.0044904351,0.0137977907,
2013-2014,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Asian,Percentage Point Change in Employment-to-Population Ratio,-0.0284200311,0.1045285612,
2013-2014,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Black,Percentage Point Change in Employment-to-Population Ratio,-0.012054801,0.0573873594,
2013-2014,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Hispanic,Percentage Point Change in Employment-to-Population Ratio,-0.0837581158,0.0470242798,*
2013-2014,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Other,Percentage Point Change in Employment-to-Population Ratio,0.0606087148,0.1084681079,
2013-2014,19660,"Deltona-Daytona Beach-Ormond Beach, FL",People of Color,Percentage Point Change in Employment-to-Population Ratio,-0.0399363637,0.031088911,
2013-2014,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Total,Percentage Point Change in Employment-to-Population Ratio,0.0028132796,0.0153016904,
2013-2014,19660,"Deltona-Daytona Beach-Ormond Beach, FL",White,Percentage Point Change in Employment-to-Population Ratio,0.0188366771,0.0173176564,
2013-2014,19740,"Denver-Aurora-Lakewood, CO",Asian,Percentage Point Change in Employment-to-Population Ratio,-0.0122565627,0.026891429,
2013-2014,19740,"Denver-Aurora-Lakewood, CO",Black,Percentage Point Change in Employment-to-Population Ratio,0.052695632,0.0287244301,*
2013-2014,19740,"Denver-Aurora-Lakewood, CO",Hispanic,Percentage Point Change in Employment-to-Population Ratio,0.0314413905,0.0142124202,*
2013-2014,19740,"Denver-Aurora-Lakewood, CO",Other,Percentage Point Change in Employment-to-Population Ratio,-0.0352547169,0.0374341123,
2013-2014,19740,"Denver-Aurora-Lakewood, CO",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0243054628,0.0112307519,*
2013-2014,19740,"Denver-Aurora-Lakewood, CO",Total,Percentage Point Change in Employment-to-Population Ratio,0.0173518062,0.0053315233,*
2013-2014,19740,"Denver-Aurora-Lakewood, CO",White,Percentage Point Change in Employment-to-Population Ratio,0.0141143203,0.0058723981,*
2013-2014,19780,"Des Moines-West Des Moines, IA",Asian,Percentage Point Change in Employment-to-Population Ratio,-0.0129974484,0.0784623995,
2013-2014,19780,"Des Moines-West Des Moines, IA",Black,Percentage Point Change in Employment-to-Population Ratio,0.0188777447,0.0893458501,
2013-2014,19780,"Des Moines-West Des Moines, IA",Hispanic,Percentage Point Change in Employment-to-Population Ratio,-0.0406654477,0.0692101046,
2013-2014,19780,"Des Moines-West Des Moines, IA",Other,Percentage Point Change in Employment-to-Population Ratio,0.0988547206,0.1267046928,
2013-2014,19780,"Des Moines-West Des Moines, IA",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0048882961,0.0444457009,
2013-2014,19780,"Des Moines-West Des Moines, IA",Total,Percentage Point Change in Employment-to-Population Ratio,0.0079701543,0.0141302804,
2013-2014,19780,"Des Moines-West Des Moines, IA",White,Percentage Point Change in Employment-to-Population Ratio,0.0088599324,0.0137763983,
2013-2014,19820,"Detroit-Warren-Dearborn, MI",Asian,Percentage Point Change in Employment-to-Population Ratio,-0.013679564,0.0223941095,
2013-2014,19820,"Detroit-Warren-Dearborn, MI",Black,Percentage Point Change in Employment-to-Population Ratio,0.0209739208,0.0126205431,*
2013-2014,19820,"Detroit-Warren-Dearborn, MI",Hispanic,Percentage Point Change in Employment-to-Population Ratio,-0.0102610588,0.0273610186,
2013-2014,19820,"Detroit-Warren-Dearborn, MI",Other,Percentage Point Change in Employment-to-Population Ratio,-0.0073286295,0.040656317,
2013-2014,19820,"Detroit-Warren-Dearborn, MI",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0120729804,0.0099289827,
2013-2014,19820,"Detroit-Warren-Dearborn, MI",Total,Percentage Point Change in Employment-to-Population Ratio,0.0064852238,0.0053068348,
2013-2014,19820,"Detroit-Warren-Dearborn, MI",White,Percentage Point Change in Employment-to-Population Ratio,0.0042304397,0.0059898994,
2013-2014,21340,"El Paso, TX",Asian,Percentage Point Change in Employment-to-Population Ratio,-0.0301826,0.0772038326,
2013-2014,21340,"El Paso, TX",Black,Percentage Point Change in Employment-to-Population Ratio,-0.0239667892,0.0716893077,
2013-2014,21340,"El Paso, TX",Hispanic,Percentage Point Change in Employment-to-Population Ratio,-0.0097917914,0.0140604246,
2013-2014,21340,"El Paso, TX",Other,Percentage Point Change in Employment-to-Population Ratio,-0.1361721754,0.1213901043,
2013-2014,21340,"El Paso, TX",People of Color,Percentage Point Change in Employment-to-Population Ratio,-0.0123194456,0.0136426985,
2013-2014,21340,"El Paso, TX",Total,Percentage Point Change in Employment-to-Population Ratio,-0.0079034567,0.0125087667,
2013-2014,21340,"El Paso, TX",White,Percentage Point Change in Employment-to-Population Ratio,0.0196871758,0.0316967703,
2013-2014,23420,"Fresno, CA",Asian,Percentage Point Change in Employment-to-Population Ratio,0.0697518587,0.0400496759,*
2013-2014,23420,"Fresno, CA",Black,Percentage Point Change in Employment-to-Population Ratio,0.0087381005,0.0525546931,
2013-2014,23420,"Fresno, CA",Hispanic,Percentage Point Change in Employment-to-Population Ratio,-0.0108964443,0.0165300258,
2013-2014,23420,"Fresno, CA",Other,Percentage Point Change in Employment-to-Population Ratio,-0.1501345038,0.074278146,*
2013-2014,23420,"Fresno, CA",People of Color,Percentage Point Change in Employment-to-Population Ratio,-0.0022064447,0.0150627121,
2013-2014,23420,"Fresno, CA",Total,Percentage Point Change in Employment-to-Population Ratio,0.0077646971,0.0117369555,
2013-2014,23420,"Fresno, CA",White,Percentage Point Change in Employment-to-Population Ratio,0.031622231,0.0186093114,*
2013-2014,24340,"Grand Rapids-Wyoming, MI",Asian,Percentage Point Change in Employment-to-Population Ratio,0.0606607795,0.0640400648,
2013-2014,24340,"Grand Rapids-Wyoming, MI",Black,Percentage Point Change in Employment-to-Population Ratio,-0.0307619572,0.0655185357,
2013-2014,24340,"Grand Rapids-Wyoming, MI",Hispanic,Percentage Point Change in Employment-to-Population Ratio,-0.0328902006,0.050023023,
2013-2014,24340,"Grand Rapids-Wyoming, MI",Other,Percentage Point Change in Employment-to-Population Ratio,0.0094585419,0.1189717352,
2013-2014,24340,"Grand Rapids-Wyoming, MI",People of Color,Percentage Point Change in Employment-to-Population Ratio,-0.0125205517,0.0329316668,
